plant_SZ,seed_SZ,GS
CM22,DM21,0.902808919
CM22,DM22,0.844164604
CM22,DM23,0.631261751
CM22,DMG11,0.527315744
CM22,FF11,0.544575527
CM22,FP11,0.49900622
CM22,FP12,0.345342101
CM22,KU11,0.594319774
CM22,LBH11,0.750443924
CM22,LBH12,0.633164882
CM22,LBH13,0.780036318
CM22,LBH14,0.826098433
CM22,LBH15,0.84163327
CM22,LBH16,0.812636481
CM22,LBH21,0.591182941
CM22,LF11,0.784952959
CM22,LF12,0.773278917
CM22,LF13,0.647065961
CM22,LF14,0.615971487
CM22,LF15,0.640225726
CM22,LF21,0.563210948
CM22,LF22,0.549715464
CM22,LF23,0.46861325
CM22,M11,0.460385927
CM22,M21,0.449210719
CM22,M22,0.544678467
CM22,M32,0.48625562
CM22,M41,0.405564651
CM22,M42,0.271235012
CM22,M43,0.434489315
CM22,M44,0.417914549
CM22,M45,0.39276669
CM22,M51,0.343711975
CM22,M53,0.342366171
CM22,M54,0.348442624
CM22,M55,0.357595581
CM22,M56,0.311581036
CM22,MG11,0.563000115
CM22,MG12,0.42028123
CM22,MG13,0.470433818
CM22,NF11,0.736253084
CM22,NM11,0.614530702
CM22,NM21,0.608505209
CM22,PAD11,0.738164904
CM22,PRP11,0.877359475
CM22,SA11,0.301152428
CM22,SA12,0.263638873
CM22,SA21,0.165052187
CM22,SA22,0.149132635
CM22,SA31,0.22864062
CM22,SA32,0.259396004
CM22,SA33,0.226579494
CM22,SA41,0.139662513
CM22,SA42,0.169793613
CM22,SA43,0.145347812
CM22,UBH11,0.694703396
CM22,UBH12,0.758214066
CM22,UBH13,0.699048901
CM22,UF11,0.464481982
CM22,UF12,0.487721402
CM22,UF13,0.440231266
CM22,UF14,0.43062663
CM22,UF15,0.421387339
CM22,UF24,0.352564424
CM22,UF25,0.325614118
CM23,AP11,0.764094316
CM23,BSA11,0.50848133
CM23,BSA12,0.508016519
CM23,CM11,0.714179113
CM23,CM12,0.837838126
CM23,CM13,0.77684207
CM23,CM21,0.873728387
CM23,CM22,0.873747462
CM23,CM23,0.887568455
CM23,CM24,0.899249375
CM23,CM31,0.90377738
CM23,CM32,0.878427968
CM23,CM33,0.873659316
CM23,CM34,0.800703542
CM23,CM35,0.719760451
CM23,CP11,0.873857566
CM23,CP12,0.808398673
CM23,DM11,0.851119338
CM23,DM12,0.893770142
CM23,DM13,0.905576523
CM23,DM21,0.916089237
CM23,DM22,0.863944118
CM23,DM23,0.662943052
CM23,DMG11,0.556975183
CM23,FF11,0.584453364
CM23,FP11,0.534472922
CM23,FP12,0.375280016
CM23,KU11,0.571035959
CM23,LBH11,0.734004553
CM23,LBH12,0.617008408
CM23,LBH13,0.768406412
CM23,LBH14,0.820311848
CM23,LBH15,0.841030225
CM23,LBH16,0.814773745
CM23,LBH21,0.575275973
CM23,LF11,0.791167738
CM23,LF12,0.795668213
CM23,LF13,0.670980106
CM23,LF14,0.642503153
CM23,LF15,0.667347058
CM23,LF21,0.590440637
CM23,LF22,0.577945438
CM23,LF23,0.498286223
CM23,M11,0.497566527
