BECvar_site,BECvar_seed,HTp_pred
futCM23,KU11,0.53464601
futCM23,LBH11,0.673529868
futCM23,LBH12,0.563574914
futCM23,LBH13,0.695901239
futCM23,LBH14,0.748343232
futCM23,LBH15,0.778110227
futCM23,LBH16,0.746517401
futCM23,LBH21,0.527873901
futCM23,LF11,0.744776995
futCM23,LF12,0.767424207
futCM23,LF13,0.68056249
futCM23,LF14,0.65924033
futCM23,LF15,0.701778819
futCM23,LF21,0.616601362
futCM23,LF22,0.622314266
futCM23,LF23,0.552235679
futCM23,M11,0.610783249
futCM23,M21,0.499295668
futCM23,M22,0.594406664
futCM23,M32,0.532605722
futCM23,M41,0.456762258
futCM23,M42,0.318034284
futCM23,M43,0.521059578
futCM23,M44,0.524664811
futCM23,M45,0.527909432
futCM23,M51,0.389627312
futCM23,M53,0.410696875
futCM23,M54,0.440023907
futCM23,M55,0.475781568
futCM23,M56,0.436419015
futCM23,MG11,0.744576293
futCM23,MG12,0.631266154
futCM23,MG13,0.643515113
futCM23,NF11,0.841854374
futCM23,NM11,0.556674126
futCM23,NM21,0.546109818
futCM23,PAD11,0.667116835
futCM23,PRP11,0.854817728
futCM23,SA11,0.343118637
futCM23,SA12,0.303932756
futCM23,SA21,0.197177215
futCM23,SA22,0.180676236
futCM23,SA31,0.276496802
futCM23,SA32,0.336560483
futCM23,SA33,0.321860879
futCM23,SA41,0.176408046
futCM23,SA42,0.226440191
futCM23,SA43,0.217315067
futCM23,UBH11,0.615361424
futCM23,UBH12,0.681701411
futCM23,UBH13,0.65239559
futCM23,UF11,0.509741029
futCM23,UF12,0.539299322
futCM23,UF13,0.49129688
futCM23,UF14,0.487045884
futCM23,UF15,0.490817668
futCM23,UF24,0.404992977
futCM23,UF25,0.383219102
futCM24,AP11,0.652542796
futCM24,BSA11,0.427670633
futCM24,BSA12,0.425717256
futCM24,CM11,0.610192656
futCM24,CM12,0.729111882
futCM24,CM13,0.670160683
futCM24,CM21,0.768854915
futCM24,CM22,0.771725474
futCM24,CM23,0.78812701
futCM24,CM24,0.820572945
futCM24,CM31,0.84853289
futCM24,CM32,0.866193419
futCM24,CM33,0.840077232
futCM24,CM34,0.820379999
futCM24,CM35,0.800487504
futCM24,CP11,0.905220783
futCM24,CP12,0.876564248
futCM24,DM11,0.748070166
futCM24,DM12,0.812378761
futCM24,DM13,0.869404762
futCM24,DM21,0.898591299
futCM24,DM22,0.889238929
futCM24,DM23,0.75867319
futCM24,DMG11,0.666523048
futCM24,FF11,0.736315252
futCM24,FP11,0.646469178
futCM24,FP12,0.544496707
futCM24,KU11,0.478036393
