plant_SZ,seed_SZ,GS
CM13,CM33,0.792718877
CM13,CM34,0.714837415
CM13,CM35,0.636644604
CM13,CP11,0.796929072
CM13,CP12,0.741020126
CM13,DM11,0.901896357
CM13,DM12,0.86391891
CM13,DM13,0.836805519
CM13,DM21,0.847824703
CM13,DM22,0.774594773
CM13,DM23,0.58904625
CM13,DMG11,0.618090904
CM13,FF11,0.548455953
CM13,FP11,0.489071139
CM13,FP12,0.350153828
CM13,KU11,0.703426567
CM13,LBH11,0.787445639
CM13,LBH12,0.687479559
CM13,LBH13,0.760554459
CM13,LBH14,0.807053072
CM13,LBH15,0.782433795
CM13,LBH16,0.788234733
CM13,LBH21,0.653420495
CM13,LF11,0.714503601
CM13,LF12,0.72279218
CM13,LF13,0.597255085
CM13,LF14,0.5739561
CM13,LF15,0.589489942
CM13,LF21,0.525607447
CM13,LF22,0.511896337
CM13,LF23,0.448493865
CM13,M11,0.483309643
CM13,M21,0.443498759
CM13,M22,0.545878164
CM13,M32,0.47441375
CM13,M41,0.402470288
CM13,M42,0.278120659
CM13,M43,0.429896075
CM13,M44,0.411105241
CM13,M45,0.396788591
CM13,M51,0.349627734
CM13,M53,0.344875278
CM13,M54,0.349014344
CM13,M55,0.362284579
CM13,M56,0.318255344
CM13,MG11,0.598864563
CM13,MG12,0.493957497
CM13,MG13,0.532194321
CM13,NF11,0.74211965
CM13,NM11,0.71749248
CM13,NM21,0.682134831
CM13,PAD11,0.818933482
CM13,PRP11,0.840303677
CM13,SA11,0.307667094
CM13,SA12,0.273230349
CM13,SA21,0.184238339
CM13,SA22,0.169305237
CM13,SA31,0.241051827
CM13,SA32,0.271605555
CM13,SA33,0.239622032
CM13,SA41,0.15910348
CM13,SA42,0.189404801
CM13,SA43,0.163725718
CM13,UBH11,0.689858861
CM13,UBH12,0.744997668
CM13,UBH13,0.669330059
CM13,UF11,0.444392744
CM13,UF12,0.462320313
CM13,UF13,0.427142982
CM13,UF14,0.412765647
CM13,UF15,0.406294895
CM13,UF24,0.348836351
CM13,UF25,0.324555771
CM21,AP11,0.767023348
CM21,BSA11,0.518135676
CM21,BSA12,0.526081091
CM21,CM11,0.731076592
CM21,CM12,0.827908319
CM21,CM13,0.771207402
CM21,CM21,0.84490999
CM21,CM22,0.840118384
CM21,CM23,0.84733484
CM21,CM24,0.901
CM21,CM31,0.901
CM21,CM32,0.842039244
CM21,CM33,0.831627323
CM21,CM34,0.777620178
CM21,CM35,0.721439537
CM21,CP11,0.901
CM21,CP12,0.800634467
CM21,DM11,0.842401063
CM21,DM12,0.901
CM21,DM13,0.901
CM21,DM21,0.901
CM21,DM22,0.838823081
CM21,DM23,0.669551289
CM21,DMG11,0.632649449
CM21,FF11,0.618244028
CM21,FP11,0.555229263
CM21,FP12,0.427940801
CM21,KU11,0.607230208
CM21,LBH11,0.723421247
CM21,LBH12,0.620030383
CM21,LBH13,0.738329418
CM21,LBH14,0.781584539
