BECvar_site,BECvar_seed,HTp_pred
futCM12,CM33,0.793773366
futCM12,CM34,0.706575342
futCM12,CM35,0.639511161
futCM12,CP11,0.841382218
futCM12,CP12,0.796159148
futCM12,DM11,0.913397969
futCM12,DM12,0.871211021
futCM12,DM13,0.845211047
futCM12,DM21,0.885264647
futCM12,DM22,0.794417832
futCM12,DM23,0.604120243
futCM12,DMG11,0.686907326
futCM12,FF11,0.600635689
futCM12,FP11,0.514522356
futCM12,FP12,0.374742832
futCM12,KU11,0.698536201
futCM12,LBH11,0.788770964
futCM12,LBH12,0.678867526
futCM12,LBH13,0.760521038
futCM12,LBH14,0.81011133
futCM12,LBH15,0.790978202
futCM12,LBH16,0.784269763
futCM12,LBH21,0.642172909
futCM12,LF11,0.710428441
futCM12,LF12,0.707718586
futCM12,LF13,0.571355951
futCM12,LF14,0.54665576
futCM12,LF15,0.584843779
futCM12,LF21,0.505585062
futCM12,LF22,0.507052816
futCM12,LF23,0.449222143
futCM12,M11,0.54004701
futCM12,M21,0.409303825
futCM12,M22,0.543598224
futCM12,M32,0.460447776
futCM12,M41,0.394316006
futCM12,M42,0.260910569
futCM12,M43,0.441228648
futCM12,M44,0.425219715
futCM12,M45,0.42499502
futCM12,M51,0.335887926
futCM12,M53,0.34156589
futCM12,M54,0.353936754
futCM12,M55,0.377969995
futCM12,M56,0.33461999
futCM12,MG11,0.665654278
futCM12,MG12,0.559234681
futCM12,MG13,0.601176987
futCM12,NF11,0.808383695
futCM12,NM11,0.714254756
futCM12,NM21,0.675293898
futCM12,PAD11,0.824638464
futCM12,PRP11,0.847415289
futCM12,SA11,0.268390228
futCM12,SA12,0.24469079
futCM12,SA21,0.148274931
futCM12,SA22,0.139787753
futCM12,SA31,0.220997483
futCM12,SA32,0.268168533
futCM12,SA33,0.240858482
futCM12,SA41,0.13574368
futCM12,SA42,0.175129156
futCM12,SA43,0.154350392
futCM12,UBH11,0.680138021
futCM12,UBH12,0.7395687
futCM12,UBH13,0.64679779
futCM12,UF11,0.401152442
futCM12,UF12,0.431159598
futCM12,UF13,0.389958089
futCM12,UF14,0.38961812
futCM12,UF15,0.399158524
futCM12,UF24,0.325684541
futCM12,UF25,0.307078839
futCM13,AP11,0.892377716
futCM13,BSA11,0.610975821
futCM13,BSA12,0.647094656
futCM13,CM11,0.870860237
futCM13,CM12,0.938089532
futCM13,CM13,0.897212591
futCM13,CM21,0.925171579
futCM13,CM22,0.912677676
futCM13,CM23,0.914620439
futCM13,CM24,0.894929591
futCM13,CM31,0.88509636
futCM13,CM32,0.81778808
futCM13,CM33,0.8164975
futCM13,CM34,0.720263184
futCM13,CM35,0.644111832
futCM13,CP11,0.849202069
futCM13,CP12,0.802559747
futCM13,DM11,0.950521497
futCM13,DM12,0.905675923
futCM13,DM13,0.865812847
futCM13,DM21,0.899927568
futCM13,DM22,0.802987871
futCM13,DM23,0.612206715
futCM13,DMG11,0.682780056
futCM13,FF11,0.603739603
futCM13,FP11,0.528794957
futCM13,FP12,0.379503312
futCM13,KU11,0.758114382
futCM13,LBH11,0.845549709
futCM13,LBH12,0.743215529
futCM13,LBH13,0.811644112
futCM13,LBH14,0.858621995
futCM13,LBH15,0.829249791
futCM13,LBH16,0.831583096
futCM13,LBH21,0.707488861
futCM13,LF11,0.740998847
futCM13,LF12,0.731946725
futCM13,LF13,0.581979393
futCM13,LF14,0.556785576
futCM13,LF15,0.59248298
futCM13,LF21,0.517459761
futCM13,LF22,0.517875487
futCM13,LF23,0.464617958
futCM13,M11,0.558367315
futCM13,M21,0.427069008
futCM13,M22,0.572883943
futCM13,M32,0.486783542
futCM13,M41,0.422661391
futCM13,M42,0.283511306
futCM13,M43,0.464366838
futCM13,M44,0.441704907
futCM13,M45,0.439404161
futCM13,M51,0.364734218
futCM13,M53,0.365908604
futCM13,M54,0.373301176
futCM13,M55,0.39391828
futCM13,M56,0.347075931
futCM13,MG11,0.661159378
futCM13,MG12,0.549327423
futCM13,MG13,0.608447258
futCM13,NF11,0.814165887
futCM13,NM11,0.774928928
futCM13,NM21,0.739735929
futCM13,PAD11,0.872780325
futCM13,PRP11,0.871752106
futCM13,SA11,0.285710232
futCM13,SA12,0.265363793
futCM13,SA21,0.161494314
futCM13,SA22,0.15441906
futCM13,SA31,0.240621235
futCM13,SA32,0.288074948
futCM13,SA33,0.254134803
futCM13,SA41,0.149812906
futCM13,SA42,0.191173809
futCM13,SA43,0.164043875
futCM13,UBH11,0.736320671
futCM13,UBH12,0.792886344
futCM13,UBH13,0.692554791
futCM13,UF11,0.412555845
futCM13,UF12,0.444309786
futCM13,UF13,0.404241048
futCM13,UF14,0.405817867
futCM13,UF15,0.418130855
futCM13,UF24,0.345705557
futCM13,UF25,0.326985267
futCM21,AP11,0.822416992
futCM21,BSA11,0.564287217
futCM21,BSA12,0.57883081
futCM21,CM11,0.784791217
futCM21,CM12,0.881927322
futCM21,CM13,0.831340837
futCM21,CM21,0.900292585
futCM21,CM22,0.895544925
futCM21,CM23,0.900843796
futCM21,CM24,0.905619452
futCM21,CM31,0.906222216
futCM21,CM32,0.872083708
futCM21,CM33,0.862299987
futCM21,CM34,0.787517803
futCM21,CM35,0.726605766
futCM21,CP11,0.89071142
futCM21,CP12,0.842607585
futCM21,DM11,0.893965793
futCM21,DM12,0.892980303
futCM21,DM13,0.893962091
futCM21,DM21,0.923979717
futCM21,DM22,0.86387073
futCM21,DM23,0.685276916
futCM21,DMG11,0.655271956
futCM21,FF11,0.652694124
futCM21,FP11,0.581327377
futCM21,FP12,0.448176045
futCM21,KU11,0.65748691
futCM21,LBH11,0.785365672
futCM21,LBH12,0.678413266
futCM21,LBH13,0.793510507
futCM21,LBH14,0.83619442
futCM21,LBH15,0.845263622
futCM21,LBH16,0.820010859
futCM21,LBH21,0.641744985
futCM21,LF11,0.788139134
futCM21,LF12,0.777539017
futCM21,LF13,0.662337453
futCM21,LF14,0.63547423
futCM21,LF15,0.674447267
futCM21,LF21,0.593412135
futCM21,LF22,0.5951779
futCM21,LF23,0.528022177
futCM21,M11,0.578222569
futCM21,M21,0.481079493
futCM21,M22,0.592831051
futCM21,M32,0.528469558
futCM21,M41,0.458953047
futCM21,M42,0.321383087
futCM21,M43,0.506526719
futCM21,M44,0.496987964
futCM21,M45,0.491262352
futCM21,M51,0.396190398
futCM21,M53,0.405689643
futCM21,M54,0.422167493
futCM21,M55,0.444886627
futCM21,M56,0.403673512
futCM21,MG11,0.684904101
futCM21,MG12,0.561578298
futCM21,MG13,0.60261652
futCM21,NF11,0.820943101
futCM21,NM11,0.677484007
futCM21,NM21,0.663988266
futCM21,PAD11,0.785960246
futCM21,PRP11,0.883160529
futCM21,SA11,0.333474436
futCM21,SA12,0.304110898
futCM21,SA21,0.194023661
futCM21,SA22,0.181896531
futCM21,SA31,0.276528641
futCM21,SA32,0.326899322
futCM21,SA33,0.30151827
futCM21,SA41,0.177149393
futCM21,SA42,0.221711298
futCM21,SA43,0.202075061
futCM21,UBH11,0.714972386
futCM21,UBH12,0.772526487
futCM21,UBH13,0.707434573
futCM21,UF11,0.487059888
futCM21,UF12,0.516591583
futCM21,UF13,0.469401936
futCM21,UF14,0.470310571
futCM21,UF15,0.4759977
futCM21,UF24,0.39631
futCM21,UF25,0.375680089
futCM22,AP11,0.81475398
futCM22,BSA11,0.572634603
futCM22,BSA12,0.581276378
futCM22,CM11,0.773766164
futCM22,CM12,0.875981761
futCM22,CM13,0.826464432
futCM22,CM21,0.902532737
futCM22,CM22,0.900672353
futCM22,CM23,0.907859385
futCM22,CM24,0.917576276
futCM22,CM31,0.921051284
futCM22,CM32,0.893365937
futCM22,CM33,0.883435236
futCM22,CM34,0.813623657
futCM22,CM35,0.755272661
futCM22,CP11,0.907075505
futCM22,CP12,0.860117027
futCM22,DM11,0.886983574
futCM22,DM12,0.901386715
futCM22,DM13,0.909562107
futCM22,DM21,0.936195829
futCM22,DM22,0.88529297
futCM22,DM23,0.714256884
futCM22,DMG11,0.652264517
futCM22,FF11,0.674525036
futCM22,FP11,0.608798994
futCM22,FP12,0.475827186
futCM22,KU11,0.646351275
futCM22,LBH11,0.785539737
futCM22,LBH12,0.680432508
futCM22,LBH13,0.804375423
futCM22,LBH14,0.845871869
futCM22,LBH15,0.862597945
futCM22,LBH16,0.833843488
futCM22,LBH21,0.644130475
futCM22,LF11,0.813114054
futCM22,LF12,0.801933749
futCM22,LF13,0.69273698
futCM22,LF14,0.665702844
futCM22,LF15,0.704833131
futCM22,LF21,0.6246598
futCM22,LF22,0.626773519
futCM22,LF23,0.558573103
futCM22,M11,0.598412778
futCM22,M21,0.508935134
futCM22,M22,0.615320341
futCM22,M32,0.556202525
futCM22,M41,0.48594261
futCM22,M42,0.346204553
futCM22,M43,0.534198447
futCM22,M44,0.525957086
futCM22,M45,0.5183706
futCM22,M51,0.421314833
futCM22,M53,0.432642534
futCM22,M54,0.450186464
futCM22,M55,0.472510641
futCM22,M56,0.430757544
futCM22,MG11,0.696451597
futCM22,MG12,0.568700637
futCM22,MG13,0.611104943
futCM22,NF11,0.829680641
futCM22,NM11,0.668031793
futCM22,NM21,0.662693878
futCM22,PAD11,0.773600914
futCM22,PRP11,0.895911868
futCM22,SA11,0.359298209
futCM22,SA12,0.328246212
futCM22,SA21,0.212847521
futCM22,SA22,0.199470436
futCM22,SA31,0.299501865
futCM22,SA32,0.351609334
futCM22,SA33,0.325813662
futCM22,SA41,0.194518376
futCM22,SA42,0.241623121
futCM22,SA43,0.221591175
futCM22,UBH11,0.727373808
futCM22,UBH12,0.78505701
futCM22,UBH13,0.730446025
futCM22,UF11,0.517670563
futCM22,UF12,0.547962998
futCM22,UF13,0.499137543
futCM22,UF14,0.500891987
futCM22,UF15,0.506273736
futCM22,UF24,0.424638399
futCM22,UF25,0.403387469
futCM23,AP11,0.794162756
futCM23,BSA11,0.562451525
futCM23,BSA12,0.568072658
futCM23,CM11,0.753548259
futCM23,CM12,0.859838682
futCM23,CM13,0.810417893
futCM23,CM21,0.888332553
futCM23,CM22,0.888319099
futCM23,CM23,0.900601604
futCM23,CM24,0.912890086
futCM23,CM31,0.923764116
futCM23,CM32,0.902565555
futCM23,CM33,0.891357794
futCM23,CM34,0.832176167
futCM23,CM35,0.7793153
futCM23,CP11,0.925705748
futCM23,CP12,0.88679302
futCM23,DM11,0.872821159
futCM23,DM12,0.906262315
futCM23,DM13,0.92135103
futCM23,DM21,0.946372936
futCM23,DM22,0.901549729
futCM23,DM23,0.743095181
futCM23,DMG11,0.681064244
futCM23,FF11,0.71416942
futCM23,FP11,0.643755652
futCM23,FP12,0.508912178
futCM23,KU11,0.625280668
futCM23,LBH11,0.771503698
futCM23,LBH12,0.666320915
futCM23,LBH13,0.794075008
futCM23,LBH14,0.840900735
futCM23,LBH15,0.861413082
futCM23,LBH16,0.836028346
futCM23,LBH21,0.630146789
futCM23,LF11,0.81798089
futCM23,LF12,0.821546384
futCM23,LF13,0.714028793
futCM23,LF14,0.689592891
futCM23,LF15,0.729028644
futCM23,LF21,0.649542465
futCM23,LF22,0.652875602
futCM23,LF23,0.587276679
futCM23,M11,0.637185899
futCM23,M21,0.536043432
futCM23,M22,0.645371343
futCM23,M32,0.583416481
futCM23,M41,0.510608197
futCM23,M42,0.364126321
futCM23,M43,0.564844651
futCM23,M44,0.557694204
futCM23,M45,0.55336976
futCM23,M51,0.443162692
futCM23,M53,0.457663034
futCM23,M54,0.4781994
futCM23,M55,0.50504077
futCM23,M56,0.460412456
futCM23,MG11,0.73481143
futCM23,MG12,0.607485903
futCM23,MG13,0.648743971
futCM23,NF11,0.857505802
futCM23,NM11,0.649305561
futCM23,NM21,0.646591991
futCM23,PAD11,0.751735308
futCM23,PRP11,0.909097404
futCM23,SA11,0.380011283
futCM23,SA12,0.346152183
futCM23,SA21,0.226132227
futCM23,SA22,0.211395047
futCM23,SA31,0.316630462
futCM23,SA32,0.374920887
futCM23,SA33,0.348813857
futCM23,SA41,0.206257229
futCM23,SA42,0.258458216
futCM23,SA43,0.238381253
futCM23,UBH11,0.717403185
futCM23,UBH12,0.779926061
futCM23,UBH13,0.739508762
futCM23,UF11,0.540026814
futCM23,UF12,0.572822075
futCM23,UF13,0.524457654
